Time,fms,EDA,individual,simulation,CSS
12-13-27,0,2.16,9,walk,Low
12-13-28,0,2.157,9,walk,Low
12-13-29,0,2.146,9,walk,Low
12-13-30,0,2.153,9,walk,Low
12-13-31,0,2.154,9,walk,Low
12-13-32,0,2.152,9,walk,Low
12-13-33,0,2.161,9,walk,Low
12-13-34,0,2.167,9,walk,Low
12-13-35,0,2.169,9,walk,Low
12-13-36,0,2.161,9,walk,Low
12-13-37,0,2.156,9,walk,Low
12-13-38,0,2.146,9,walk,Low
12-13-39,0,2.146,9,walk,Low
12-13-40,0,2.141,9,walk,Low
12-13-41,0,2.135,9,walk,Low
12-13-42,0,2.128,9,walk,Low
12-13-43,0,2.125,9,walk,Low
12-13-44,0,2.122,9,walk,Low
12-13-45,0,2.118,9,walk,Low
12-13-46,0,2.143,9,walk,Low
12-13-47,0,2.196,9,walk,Low
12-13-48,0,2.194,9,walk,Low
12-13-49,0,2.169,9,walk,Low
12-13-50,0,2.166,9,walk,Low
12-13-51,0,2.157,9,walk,Low
12-13-52,0,2.15,9,walk,Low
12-13-53,0,2.148,9,walk,Low
12-13-54,0,2.145,9,walk,Low
12-13-55,0,2.14,9,walk,Low
12-13-56,0,2.137,9,walk,Low
