Time,fms,EDA,individual,simulation,CSS
03-48-34,0,3.271,2,beach,Low
03-48-35,0,3.246,2,beach,Low
03-48-36,0,3.2,2,beach,Low
03-48-37,0,3.229,2,beach,Low
03-48-38,0,3.72,2,beach,Low
03-48-39,0,4.031,2,beach,Low
03-48-40,0,4.152,2,beach,Low
03-48-41,0,4.221,2,beach,Low
03-48-42,0,4.026,2,beach,Low
03-48-43,0,3.832,2,beach,Low
03-48-44,0,3.748,2,beach,Low
03-48-45,0,3.758,2,beach,Low
03-48-46,0,4.072,2,beach,Low
03-48-47,0,4.126,2,beach,Low
03-48-48,0,3.999,2,beach,Low
03-48-49,0,3.869,2,beach,Low
03-48-50,0,3.796,2,beach,Low
03-48-51,0,3.74,2,beach,Low
03-48-52,0,3.696,2,beach,Low
03-48-53,0,3.652,2,beach,Low
03-48-54,0,3.621,2,beach,Low
03-48-55,0,3.605,2,beach,Low
03-48-56,0,3.581,2,beach,Low
03-48-57,0,3.558,2,beach,Low
03-48-58,0,3.548,2,beach,Low
03-48-59,0,3.541,2,beach,Low
03-49-00,0,3.553,2,beach,Low
03-49-01,0,3.884,2,beach,Low
03-49-02,0,4.451,2,beach,Low
03-49-03,0,4.491,2,beach,Low
