Time,fms,HR,individual,simulation
11-43-28,1,96.630,13,beach
11-43-29,1,96.680,13,beach
11-43-30,1,96.750,13,beach
11-43-31,1,96.850,13,beach
11-43-32,1,96.970,13,beach
11-43-33,1,97.080,13,beach
11-43-34,1,97.180,13,beach
11-43-35,1,97.250,13,beach
11-43-36,1,97.320,13,beach
11-43-37,1,97.330,13,beach
11-43-38,1,97.300,13,beach
11-43-39,1,97.230,13,beach
11-43-40,1,97.170,13,beach
11-43-41,1,97.130,13,beach
11-43-42,1,97.130,13,beach
11-43-43,1,97.180,13,beach
11-43-44,1,97.270,13,beach
11-43-45,1,97.400,13,beach
11-43-46,1,97.500,13,beach
11-43-47,1,97.620,13,beach
11-43-48,1,97.720,13,beach
11-43-49,1,97.780,13,beach
11-43-50,1,97.830,13,beach
11-43-51,1,97.880,13,beach
11-43-52,1,97.930,13,beach
11-43-53,1,98.020,13,beach
11-43-54,1,98.100,13,beach
11-43-55,1,98.150,13,beach
11-43-56,1,98.200,13,beach
11-43-57,1,98.230,13,beach
