Time,fms,HR,individual,simulation
11-56-54,0,78.780,7,beach
11-56-55,0,79.070,7,beach
11-56-56,0,79.280,7,beach
11-56-57,0,79.500,7,beach
11-56-58,0,79.770,7,beach
11-56-59,0,80.000,7,beach
11-57-00,0,80.230,7,beach
11-57-01,0,80.470,7,beach
11-57-02,0,80.700,7,beach
11-57-03,0,80.900,7,beach
11-57-04,0,81.180,7,beach
11-57-05,0,81.500,7,beach
11-57-06,0,81.750,7,beach
11-57-07,0,82.000,7,beach
11-57-08,0,82.300,7,beach
11-57-09,0,82.520,7,beach
11-57-10,0,82.720,7,beach
11-57-11,0,82.900,7,beach
11-57-12,0,83.050,7,beach
11-57-13,0,83.120,7,beach
11-57-14,0,83.200,7,beach
11-57-15,0,83.370,7,beach
11-57-16,0,83.500,7,beach
11-57-17,0,83.620,7,beach
11-57-18,0,83.700,7,beach
11-57-19,0,83.780,7,beach
11-57-20,0,83.880,7,beach
11-57-21,0,84.000,7,beach
11-57-22,0,84.120,7,beach
11-57-23,0,84.130,7,beach
