Time,fms,EDA,individual,simulation
04-42-45,1,0.417,3,walk
04-42-46,1,0.412,3,walk
04-42-47,1,0.408,3,walk
04-42-48,1,0.405,3,walk
04-42-49,1,0.403,3,walk
04-42-50,1,0.400,3,walk
04-42-51,1,0.398,3,walk
04-42-52,1,0.399,3,walk
04-42-53,1,0.397,3,walk
04-42-54,1,0.402,3,walk
04-42-55,1,0.401,3,walk
04-42-56,1,0.397,3,walk
04-42-57,1,0.418,3,walk
04-42-58,1,0.411,3,walk
04-42-59,1,0.408,3,walk
04-43-00,1,0.407,3,walk
04-43-01,1,0.410,3,walk
04-43-02,1,0.411,3,walk
04-43-03,1,0.410,3,walk
04-43-04,1,0.411,3,walk
04-43-05,1,0.416,3,walk
04-43-06,1,0.426,3,walk
04-43-07,1,0.428,3,walk
04-43-08,1,0.429,3,walk
04-43-09,1,0.425,3,walk
04-43-10,1,0.422,3,walk
04-43-11,1,0.418,3,walk
04-43-12,1,0.420,3,walk
04-43-13,1,0.418,3,walk
04-43-14,1,0.418,3,walk
