Time,fms,EDA,individual,simulation
04-47-03,1,3.088,8,roller
04-47-04,1,3.079,8,roller
04-47-05,1,3.076,8,roller
04-47-06,1,3.063,8,roller
04-47-07,1,3.054,8,roller
04-47-08,1,3.053,8,roller
04-47-09,1,3.039,8,roller
04-47-10,1,3.025,8,roller
04-47-11,1,3.019,8,roller
04-47-12,1,3.009,8,roller
04-47-13,1,2.973,8,roller
04-47-14,1,2.989,8,roller
04-47-15,1,3.037,8,roller
04-47-16,1,3.050,8,roller
04-47-17,1,3.016,8,roller
04-47-18,1,2.978,8,roller
04-47-19,1,2.949,8,roller
04-47-20,1,2.942,8,roller
04-47-21,1,3.014,8,roller
04-47-22,1,3.119,8,roller
04-47-23,1,3.118,8,roller
04-47-24,1,3.065,8,roller
04-47-25,1,3.028,8,roller
04-47-26,1,2.995,8,roller
04-47-27,1,2.980,8,roller
04-47-28,1,3.124,8,roller
04-47-29,1,3.283,8,roller
04-47-30,1,3.280,8,roller
04-47-31,1,3.212,8,roller
04-47-32,1,3.141,8,roller
