Time,fms,HR,individual,simulation,CSS
04-37-32,1,78.43,4,beach,Mid
04-37-33,1,78.67,4,beach,Mid
04-37-34,1,78.9,4,beach,Mid
04-37-35,1,79.2,4,beach,Mid
04-37-36,1,79.52,4,beach,Mid
04-37-37,1,79.9,4,beach,Mid
04-37-38,1,80.22,4,beach,Mid
04-37-39,1,80.6,4,beach,Mid
04-37-40,1,80.98,4,beach,Mid
04-37-41,1,81.37,4,beach,Mid
04-37-42,1,81.75,4,beach,Mid
04-37-43,1,82.15,4,beach,Mid
04-37-44,1,82.55,4,beach,Mid
04-37-45,1,82.98,4,beach,Mid
04-37-46,1,83.4,4,beach,Mid
04-37-47,1,83.8,4,beach,Mid
04-37-48,1,84.15,4,beach,Mid
04-37-49,1,84.45,4,beach,Mid
04-37-50,1,84.87,4,beach,Mid
04-37-51,1,85.23,4,beach,Mid
04-37-52,1,85.52,4,beach,Mid
04-37-53,1,85.82,4,beach,Mid
04-37-54,1,86.15,4,beach,Mid
04-37-55,1,86.53,4,beach,Mid
04-37-56,1,86.92,4,beach,Mid
04-37-57,1,87.32,4,beach,Mid
04-37-58,1,87.75,4,beach,Mid
04-37-59,1,88.02,4,beach,Mid
04-38-00,1,88.27,4,beach,Mid
04-38-01,1,88.48,4,beach,Mid
