Time,fms,EDA,individual,simulation
11-51-28,0,3.873,9,beach
11-51-29,0,3.870,9,beach
11-51-30,0,3.822,9,beach
11-51-31,0,3.765,9,beach
11-51-32,0,3.710,9,beach
11-51-33,0,3.716,9,beach
11-51-34,0,3.740,9,beach
11-51-35,0,3.734,9,beach
11-51-36,0,3.721,9,beach
11-51-37,0,3.686,9,beach
11-51-38,0,3.684,9,beach
11-51-39,0,3.674,9,beach
11-51-40,0,3.611,9,beach
11-51-41,0,3.636,9,beach
11-51-42,0,3.635,9,beach
11-51-43,0,3.623,9,beach
11-51-44,0,3.568,9,beach
11-51-45,0,3.589,9,beach
11-51-46,0,3.580,9,beach
11-51-47,0,3.533,9,beach
11-51-48,0,3.515,9,beach
11-51-49,0,3.549,9,beach
11-51-50,0,3.548,9,beach
11-51-51,0,3.521,9,beach
11-51-52,0,3.524,9,beach
11-51-53,0,3.540,9,beach
11-51-54,0,3.531,9,beach
11-51-55,0,3.534,9,beach
11-51-56,0,3.577,9,beach
11-51-57,0,3.555,9,beach
