Time,fms,HR,individual,simulation
04-18-26,1,75.770,2,sea
04-18-27,1,75.820,2,sea
04-18-28,1,75.880,2,sea
04-18-29,1,75.980,2,sea
04-18-30,1,76.100,2,sea
04-18-31,1,76.230,2,sea
04-18-32,1,76.350,2,sea
04-18-33,1,76.450,2,sea
04-18-34,1,76.550,2,sea
04-18-35,1,76.650,2,sea
04-18-36,1,76.750,2,sea
04-18-37,1,76.830,2,sea
04-18-38,1,76.920,2,sea
04-18-39,1,77.000,2,sea
04-18-40,1,77.080,2,sea
04-18-41,1,77.180,2,sea
04-18-42,1,77.320,2,sea
04-18-43,1,77.470,2,sea
04-18-44,1,77.650,2,sea
04-18-45,1,77.850,2,sea
04-18-46,1,78.050,2,sea
04-18-47,1,78.270,2,sea
04-18-48,1,78.480,2,sea
04-18-49,1,78.700,2,sea
04-18-50,1,78.920,2,sea
04-18-51,1,79.120,2,sea
04-18-52,1,79.300,2,sea
04-18-53,1,79.430,2,sea
04-18-54,1,79.520,2,sea
04-18-55,1,79.550,2,sea
