Time,fms,HR,individual,simulation,CSS
11-39-12,1,189.52,13,beach,Mid
11-39-13,1,189.85,13,beach,Mid
11-39-14,1,190.1,13,beach,Mid
11-39-15,1,190.35,13,beach,Mid
11-39-16,1,190.62,13,beach,Mid
11-39-17,1,190.88,13,beach,Mid
11-39-18,1,191.12,13,beach,Mid
11-39-19,1,191.32,13,beach,Mid
11-39-20,1,191.5,13,beach,Mid
11-39-21,1,191.68,13,beach,Mid
11-39-22,1,191.9,13,beach,Mid
11-39-23,1,192.12,13,beach,Mid
11-39-24,1,192.27,13,beach,Mid
11-39-25,1,192.4,13,beach,Mid
11-39-26,1,192.52,13,beach,Mid
11-39-27,1,192.6,13,beach,Mid
11-39-28,1,192.68,13,beach,Mid
11-39-29,1,192.78,13,beach,Mid
11-39-30,1,192.77,13,beach,Mid
11-39-31,1,192.78,13,beach,Mid
11-39-32,1,192.82,13,beach,Mid
11-39-33,1,192.83,13,beach,Mid
11-39-34,1,192.62,13,beach,Mid
11-39-35,1,192.45,13,beach,Mid
11-39-36,1,192.27,13,beach,Mid
11-39-37,1,192.07,13,beach,Mid
11-39-38,1,191.85,13,beach,Mid
11-39-39,1,191.62,13,beach,Mid
11-39-40,1,191.4,13,beach,Mid
11-39-41,1,191.22,13,beach,Mid
