Time,fms,EDA,individual,simulation
04-39-08,2,2.286,4,beach
04-39-09,2,2.359,4,beach
04-39-10,2,2.444,4,beach
04-39-11,2,2.592,4,beach
04-39-12,2,2.601,4,beach
04-39-13,2,2.545,4,beach
04-39-14,2,2.445,4,beach
04-39-15,2,2.426,4,beach
04-39-16,2,2.418,4,beach
04-39-17,2,2.419,4,beach
04-39-18,2,2.408,4,beach
04-39-19,2,2.405,4,beach
04-39-20,2,2.377,4,beach
04-39-21,2,2.353,4,beach
04-39-22,2,2.301,4,beach
04-39-23,2,2.221,4,beach
04-39-24,2,2.341,4,beach
04-39-25,2,2.632,4,beach
04-39-26,2,2.763,4,beach
04-39-27,2,2.692,4,beach
04-39-28,2,2.592,4,beach
04-39-29,2,2.577,4,beach
04-39-30,2,2.573,4,beach
04-39-31,2,2.541,4,beach
04-39-32,2,2.500,4,beach
04-39-33,2,2.485,4,beach
04-39-34,2,2.484,4,beach
04-39-35,2,2.590,4,beach
04-39-36,2,2.643,4,beach
04-39-37,2,2.853,4,beach
