Time,fms,EDA,individual,simulation
12-29-38,3,2.038,9,sea
12-29-39,3,2.038,9,sea
12-29-40,3,2.047,9,sea
12-29-41,3,2.048,9,sea
12-29-42,3,2.047,9,sea
12-29-43,3,2.047,9,sea
12-29-44,3,2.044,9,sea
12-29-45,3,2.045,9,sea
12-29-46,3,2.045,9,sea
12-29-47,3,2.039,9,sea
12-29-48,3,2.036,9,sea
12-29-49,3,2.036,9,sea
12-29-50,3,2.033,9,sea
12-29-51,3,2.031,9,sea
12-29-52,3,2.031,9,sea
12-29-53,3,2.027,9,sea
12-29-54,3,2.029,9,sea
12-29-55,3,2.025,9,sea
12-29-56,3,2.023,9,sea
12-29-57,3,2.021,9,sea
12-29-58,3,2.019,9,sea
12-29-59,3,2.017,9,sea
12-30-00,3,2.017,9,sea
12-30-01,3,2.015,9,sea
12-30-02,3,2.012,9,sea
12-30-03,3,2.012,9,sea
12-30-04,3,2.010,9,sea
12-30-05,3,2.009,9,sea
12-30-06,3,2.008,9,sea
12-30-07,3,2.007,9,sea
