Time,fms,EDA,individual,simulation
11-48-16,0,12.062,1,room
11-48-17,0,12.054,1,room
11-48-18,0,12.034,1,room
11-48-19,0,12.023,1,room
11-48-20,0,12.024,1,room
11-48-21,0,12.008,1,room
11-48-22,0,12.002,1,room
11-48-23,0,11.991,1,room
11-48-24,0,11.978,1,room
11-48-25,0,11.994,1,room
11-48-26,0,12.003,1,room
11-48-27,0,12.000,1,room
11-48-28,0,11.988,1,room
11-48-29,0,11.973,1,room
11-48-30,0,11.963,1,room
11-48-31,0,11.957,1,room
11-48-32,0,11.941,1,room
11-48-33,0,11.946,1,room
11-48-34,0,11.927,1,room
11-48-35,0,11.920,1,room
11-48-36,0,11.913,1,room
11-48-37,0,11.897,1,room
11-48-38,0,11.897,1,room
11-48-39,0,11.896,1,room
11-48-40,0,11.890,1,room
11-48-41,0,11.887,1,room
11-48-42,0,11.872,1,room
11-48-43,0,11.873,1,room
11-48-44,0,11.858,1,room
11-48-45,0,11.858,1,room
