Time,fms,HR,individual,simulation,CSS
03-51-30,1,94.67,8,walk,Mid
03-51-31,1,94.05,8,walk,Mid
03-51-32,1,93.43,8,walk,Mid
03-51-33,1,92.9,8,walk,Mid
03-51-34,1,92.37,8,walk,Mid
03-51-35,1,91.85,8,walk,Mid
03-51-36,1,91.33,8,walk,Mid
03-51-37,1,90.87,8,walk,Mid
03-51-38,1,90.43,8,walk,Mid
03-51-39,1,89.95,8,walk,Mid
03-51-40,1,89.45,8,walk,Mid
03-51-41,1,89.0,8,walk,Mid
03-51-42,1,88.57,8,walk,Mid
03-51-43,1,88.08,8,walk,Mid
03-51-44,1,87.57,8,walk,Mid
03-51-45,1,87.05,8,walk,Mid
03-51-46,1,86.53,8,walk,Mid
03-51-47,1,86.05,8,walk,Mid
03-51-48,1,85.63,8,walk,Mid
03-51-49,1,85.18,8,walk,Mid
03-51-50,1,84.72,8,walk,Mid
03-51-51,1,84.22,8,walk,Mid
03-51-52,1,83.73,8,walk,Mid
03-51-53,1,83.22,8,walk,Mid
03-51-54,1,82.68,8,walk,Mid
03-51-55,1,82.13,8,walk,Mid
03-51-56,1,81.58,8,walk,Mid
03-51-57,1,80.98,8,walk,Mid
03-51-58,1,80.42,8,walk,Mid
03-51-59,1,79.88,8,walk,Mid
