Time,fms,EDA,individual,simulation,CSS
08-17-55,0,0.466,11,room,Low
08-17-56,0,0.466,11,room,Low
08-17-57,0,0.468,11,room,Low
08-17-58,0,0.466,11,room,Low
08-17-59,0,0.467,11,room,Low
08-18-00,0,0.465,11,room,Low
08-18-01,0,0.467,11,room,Low
08-18-02,0,0.466,11,room,Low
08-18-03,0,0.465,11,room,Low
08-18-04,0,0.466,11,room,Low
08-18-05,0,0.466,11,room,Low
08-18-06,0,0.465,11,room,Low
08-18-07,0,0.467,11,room,Low
08-18-08,0,0.464,11,room,Low
08-18-09,0,0.465,11,room,Low
08-18-10,0,0.461,11,room,Low
08-18-11,0,0.462,11,room,Low
08-18-12,0,0.463,11,room,Low
08-18-13,0,0.461,11,room,Low
08-18-14,0,0.464,11,room,Low
08-18-15,0,0.463,11,room,Low
08-18-16,0,0.463,11,room,Low
08-18-17,0,0.463,11,room,Low
08-18-18,0,0.461,11,room,Low
08-18-19,0,0.462,11,room,Low
08-18-20,0,0.461,11,room,Low
08-18-21,0,0.465,11,room,Low
08-18-22,0,0.463,11,room,Low
08-18-23,0,0.465,11,room,Low
08-18-24,0,0.462,11,room,Low
