Time,fms,EDA,individual,simulation
12-14-31,0,2.054,9,walk
12-14-32,0,2.051,9,walk
12-14-33,0,2.051,9,walk
12-14-34,0,2.048,9,walk
12-14-35,0,2.080,9,walk
12-14-36,0,2.161,9,walk
12-14-37,0,2.167,9,walk
12-14-38,0,2.149,9,walk
12-14-39,0,2.127,9,walk
12-14-40,0,2.116,9,walk
12-14-41,0,2.102,9,walk
12-14-42,0,2.096,9,walk
12-14-43,0,2.085,9,walk
12-14-44,0,2.082,9,walk
12-14-45,0,2.079,9,walk
12-14-46,0,2.075,9,walk
12-14-47,0,2.067,9,walk
12-14-48,0,2.068,9,walk
12-14-49,0,2.063,9,walk
12-14-50,0,2.065,9,walk
12-14-51,0,2.071,9,walk
12-14-52,0,2.080,9,walk
12-14-53,0,2.074,9,walk
12-14-54,0,2.067,9,walk
12-14-55,0,2.058,9,walk
12-14-56,0,2.070,9,walk
12-14-57,0,2.089,9,walk
12-14-58,0,2.085,9,walk
12-14-59,0,2.070,9,walk
12-15-00,0,2.059,9,walk
