Time,fms,EDA,individual,simulation
12-19-43,2,1.926,13,sea
12-19-44,2,1.926,13,sea
12-19-45,2,1.922,13,sea
12-19-46,2,1.918,13,sea
12-19-47,2,1.917,13,sea
12-19-48,2,1.916,13,sea
12-19-49,2,1.916,13,sea
12-19-50,2,1.915,13,sea
12-19-51,2,1.912,13,sea
12-19-52,2,1.911,13,sea
12-19-53,2,1.910,13,sea
12-19-54,2,1.905,13,sea
12-19-55,2,1.909,13,sea
12-19-56,2,1.901,13,sea
12-19-57,2,1.901,13,sea
12-19-58,2,1.895,13,sea
12-19-59,2,1.895,13,sea
12-20-00,2,1.893,13,sea
12-20-01,2,1.890,13,sea
12-20-02,2,1.887,13,sea
12-20-03,2,1.888,13,sea
12-20-04,2,1.886,13,sea
12-20-05,2,1.887,13,sea
12-20-06,2,1.881,13,sea
12-20-07,2,1.879,13,sea
12-20-08,2,1.876,13,sea
12-20-09,2,1.874,13,sea
12-20-10,2,1.874,13,sea
12-20-11,2,1.868,13,sea
12-20-12,2,1.869,13,sea
