Time,fms,EDA,individual,simulation
04-05-36,0,4.189,2,walk
04-05-37,0,4.741,2,walk
04-05-38,0,4.757,2,walk
04-05-39,0,4.565,2,walk
04-05-40,0,4.310,2,walk
04-05-41,0,4.197,2,walk
04-05-42,0,4.124,2,walk
04-05-43,0,4.073,2,walk
04-05-44,0,3.974,2,walk
04-05-45,0,3.962,2,walk
04-05-46,0,3.861,2,walk
04-05-47,0,3.855,2,walk
04-05-48,0,3.795,2,walk
04-05-49,0,3.807,2,walk
04-05-50,0,3.861,2,walk
04-05-51,0,4.136,2,walk
04-05-52,0,4.282,2,walk
04-05-53,0,4.182,2,walk
04-05-54,0,4.064,2,walk
04-05-55,0,3.954,2,walk
04-05-56,0,3.880,2,walk
04-05-57,0,3.881,2,walk
04-05-58,0,3.911,2,walk
04-05-59,0,3.874,2,walk
04-06-00,0,3.829,2,walk
04-06-01,0,3.779,2,walk
04-06-02,0,3.728,2,walk
04-06-03,0,3.733,2,walk
04-06-04,0,4.075,2,walk
04-06-05,0,4.895,2,walk
