Time,fms,HR,individual,simulation
12-03-30,1,100.450,1,walk
12-03-31,1,100.570,1,walk
12-03-32,1,100.680,1,walk
12-03-33,1,100.820,1,walk
12-03-34,1,100.950,1,walk
12-03-35,1,101.070,1,walk
12-03-36,1,101.150,1,walk
12-03-37,1,101.250,1,walk
12-03-38,1,101.300,1,walk
12-03-39,1,101.350,1,walk
12-03-40,1,101.400,1,walk
12-03-41,1,101.450,1,walk
12-03-42,1,101.500,1,walk
12-03-43,1,101.500,1,walk
12-03-44,1,101.450,1,walk
12-03-45,1,101.380,1,walk
12-03-46,1,101.280,1,walk
12-03-47,1,101.220,1,walk
12-03-48,1,101.050,1,walk
12-03-49,1,100.950,1,walk
12-03-50,1,100.970,1,walk
12-03-51,1,101.000,1,walk
12-03-52,1,101.050,1,walk
12-03-53,1,101.120,1,walk
12-03-54,1,101.200,1,walk
12-03-55,1,101.270,1,walk
12-03-56,1,101.320,1,walk
12-03-57,1,101.320,1,walk
12-03-58,1,101.300,1,walk
12-03-59,1,101.250,1,walk
