Time,fms,EDA,individual,simulation
03-33-58,0,1.454,2,room
03-33-59,0,1.458,2,room
03-34-00,0,1.461,2,room
03-34-01,0,1.472,2,room
03-34-02,0,1.562,2,room
03-34-03,0,1.632,2,room
03-34-04,0,1.648,2,room
03-34-05,0,1.754,2,room
03-34-06,0,1.963,2,room
03-34-07,0,2.037,2,room
03-34-08,0,2.013,2,room
03-34-09,0,1.956,2,room
03-34-10,0,1.919,2,room
03-34-11,0,1.921,2,room
03-34-12,0,1.907,2,room
03-34-13,0,1.891,2,room
03-34-14,0,1.881,2,room
03-34-15,0,1.867,2,room
03-34-16,0,1.863,2,room
03-34-17,0,1.853,2,room
03-34-18,0,1.843,2,room
03-34-19,0,1.838,2,room
03-34-20,0,1.830,2,room
03-34-21,0,1.819,2,room
03-34-22,0,1.817,2,room
03-34-23,0,1.805,2,room
03-34-24,0,1.803,2,room
03-34-25,0,1.797,2,room
03-34-26,0,1.791,2,room
03-34-27,0,1.802,2,room
