Time,fms,EDA,individual,simulation
12-00-38,0,1.031,7,beach
12-00-39,0,1.011,7,beach
12-00-40,0,1.121,7,beach
12-00-41,0,1.140,7,beach
12-00-42,0,1.076,7,beach
12-00-43,0,1.023,7,beach
12-00-44,0,0.999,7,beach
12-00-45,0,0.992,7,beach
12-00-46,0,0.990,7,beach
12-00-47,0,1.005,7,beach
12-00-48,0,1.080,7,beach
12-00-49,0,1.084,7,beach
12-00-50,0,1.047,7,beach
12-00-51,0,1.016,7,beach
12-00-52,0,1.017,7,beach
12-00-53,0,1.039,7,beach
12-00-54,0,1.048,7,beach
12-00-55,0,1.031,7,beach
12-00-56,0,1.019,7,beach
12-00-57,0,1.010,7,beach
12-00-58,0,1.007,7,beach
12-00-59,0,1.126,7,beach
12-01-00,0,1.265,7,beach
12-01-01,0,1.243,7,beach
12-01-02,0,1.162,7,beach
12-01-03,0,1.109,7,beach
12-01-04,0,1.097,7,beach
12-01-05,0,1.099,7,beach
12-01-06,0,1.123,7,beach
12-01-07,0,1.124,7,beach
