Time,fms,EDA,individual,simulation
11-55-50,0,0.874,7,beach
11-55-51,0,0.848,7,beach
11-55-52,0,0.830,7,beach
11-55-53,0,0.851,7,beach
11-55-54,0,0.840,7,beach
11-55-55,0,0.824,7,beach
11-55-56,0,0.867,7,beach
11-55-57,0,0.926,7,beach
11-55-58,0,0.917,7,beach
11-55-59,0,0.917,7,beach
11-56-00,0,0.892,7,beach
11-56-01,0,0.908,7,beach
11-56-02,0,0.921,7,beach
11-56-03,0,0.898,7,beach
11-56-04,0,0.888,7,beach
11-56-05,0,0.829,7,beach
11-56-06,0,0.836,7,beach
11-56-07,0,0.851,7,beach
11-56-08,0,0.851,7,beach
11-56-09,0,0.855,7,beach
11-56-10,0,0.850,7,beach
11-56-11,0,0.830,7,beach
11-56-12,0,0.802,7,beach
11-56-13,0,0.785,7,beach
11-56-14,0,0.777,7,beach
11-56-15,0,0.770,7,beach
11-56-16,0,0.777,7,beach
11-56-17,0,0.793,7,beach
11-56-18,0,0.800,7,beach
11-56-19,0,0.813,7,beach
