Time,fms,EDA,individual,simulation
04-08-49,1,0.462,4,sea
04-08-50,1,0.462,4,sea
04-08-51,1,0.464,4,sea
04-08-52,1,0.459,4,sea
04-08-53,1,0.463,4,sea
04-08-54,1,0.461,4,sea
04-08-55,1,0.460,4,sea
04-08-56,1,0.461,4,sea
04-08-57,1,0.459,4,sea
04-08-58,1,0.460,4,sea
04-08-59,1,0.457,4,sea
04-09-00,1,0.458,4,sea
04-09-01,1,0.458,4,sea
04-09-02,1,0.456,4,sea
04-09-03,1,0.457,4,sea
04-09-04,1,0.452,4,sea
04-09-05,1,0.454,4,sea
04-09-06,1,0.452,4,sea
04-09-07,1,0.454,4,sea
04-09-08,1,0.449,4,sea
04-09-09,1,0.454,4,sea
04-09-10,1,0.452,4,sea
04-09-11,1,0.450,4,sea
04-09-12,1,0.452,4,sea
04-09-13,1,0.448,4,sea
04-09-14,1,0.455,4,sea
04-09-15,1,0.457,4,sea
04-09-16,1,0.454,4,sea
04-09-17,1,0.451,4,sea
04-09-18,1,0.454,4,sea
