Time,fms,HR,individual,simulation,CSS
04-47-35,1,95.22,8,roller,Mid
04-47-36,1,95.07,8,roller,Mid
04-47-37,1,94.88,8,roller,Mid
04-47-38,1,94.67,8,roller,Mid
04-47-39,1,94.43,8,roller,Mid
04-47-40,1,94.2,8,roller,Mid
04-47-41,1,93.98,8,roller,Mid
04-47-42,1,93.78,8,roller,Mid
04-47-43,1,93.62,8,roller,Mid
04-47-44,1,93.48,8,roller,Mid
04-47-45,1,93.37,8,roller,Mid
04-47-46,1,93.27,8,roller,Mid
04-47-47,1,93.18,8,roller,Mid
04-47-48,1,93.1,8,roller,Mid
04-47-49,1,93.02,8,roller,Mid
04-47-50,1,92.93,8,roller,Mid
04-47-51,1,92.85,8,roller,Mid
04-47-52,1,92.75,8,roller,Mid
04-47-53,1,92.67,8,roller,Mid
04-47-54,1,92.58,8,roller,Mid
04-47-55,1,92.52,8,roller,Mid
04-47-56,1,92.45,8,roller,Mid
04-47-57,1,92.4,8,roller,Mid
04-47-58,1,92.35,8,roller,Mid
04-47-59,1,92.32,8,roller,Mid
04-48-00,1,92.28,8,roller,Mid
04-48-01,1,92.23,8,roller,Mid
04-48-02,1,92.17,8,roller,Mid
04-48-03,1,92.1,8,roller,Mid
04-48-04,1,92.03,8,roller,Mid
