Time,fms,HR,individual,simulation,CSS
04-52-55,2,89.4,8,roller,High
04-52-56,2,89.4,8,roller,High
04-52-57,2,89.4,8,roller,High
04-52-58,2,89.4,8,roller,High
04-52-59,2,89.4,8,roller,High
04-53-00,2,89.38,8,roller,High
04-53-01,2,89.35,8,roller,High
04-53-02,2,89.32,8,roller,High
04-53-03,2,89.28,8,roller,High
04-53-04,2,89.25,8,roller,High
04-53-05,2,89.22,8,roller,High
04-53-06,2,89.22,8,roller,High
04-53-07,2,89.22,8,roller,High
04-53-08,2,89.2,8,roller,High
04-53-09,2,89.2,8,roller,High
04-53-10,2,89.22,8,roller,High
04-53-11,2,89.22,8,roller,High
04-53-12,2,89.22,8,roller,High
04-53-13,2,89.2,8,roller,High
04-53-14,2,89.2,8,roller,High
04-53-15,2,89.2,8,roller,High
04-53-16,2,89.18,8,roller,High
04-53-17,2,89.17,8,roller,High
04-53-18,2,89.13,8,roller,High
04-53-19,2,89.1,8,roller,High
04-53-20,2,89.07,8,roller,High
04-53-21,2,89.05,8,roller,High
04-53-22,2,89.03,8,roller,High
04-53-23,2,89.0,8,roller,High
04-53-24,2,88.98,8,roller,High
