Time,fms,EDA,individual,simulation
07-41-58,2.000,0.708,11,roller
07-41-59,2.000,0.707,11,roller
07-42-00,2.000,0.705,11,roller
07-42-01,2.000,0.706,11,roller
07-42-02,2.000,0.702,11,roller
07-42-03,2.000,0.703,11,roller
07-42-04,2.000,0.706,11,roller
07-42-05,2.000,0.701,11,roller
07-42-06,2.000,0.697,11,roller
07-42-07,2.000,0.700,11,roller
07-42-08,2.000,0.694,11,roller
07-42-09,2.000,0.697,11,roller
07-42-10,2.000,0.693,11,roller
07-42-11,2.000,0.694,11,roller
07-42-12,2.000,0.692,11,roller
07-42-13,2.000,0.690,11,roller
07-42-14,2.000,0.692,11,roller
07-42-15,2.000,0.689,11,roller
07-42-16,2.000,0.690,11,roller
07-42-17,2.000,0.687,11,roller
07-42-18,2.000,0.685,11,roller
07-42-19,2.000,0.687,11,roller
07-42-20,2.000,0.686,11,roller
07-42-21,2.000,0.685,11,roller
07-42-22,2.000,0.685,11,roller
07-42-23,2.000,0.684,11,roller
07-42-24,2.000,0.682,11,roller
07-42-25,2.000,0.684,11,roller
07-42-26,2.000,0.680,11,roller
07-42-27,2.000,0.683,11,roller
