Time,fms,EDA,individual,simulation,CSS
11-49-20,0,11.705,1,room,Low
11-49-21,0,11.69,1,room,Low
11-49-22,0,11.702,1,room,Low
11-49-23,0,11.687,1,room,Low
11-49-24,0,11.693,1,room,Low
11-49-25,0,11.675,1,room,Low
11-49-26,0,11.678,1,room,Low
11-49-27,0,11.687,1,room,Low
11-49-28,0,11.691,1,room,Low
11-49-29,0,11.69,1,room,Low
11-49-30,0,11.689,1,room,Low
11-49-31,0,11.676,1,room,Low
11-49-32,0,11.671,1,room,Low
11-49-33,0,11.665,1,room,Low
11-49-34,0,11.67,1,room,Low
11-49-35,0,11.663,1,room,Low
11-49-36,0,11.664,1,room,Low
11-49-37,0,11.662,1,room,Low
11-49-38,0,11.668,1,room,Low
11-49-39,0,11.659,1,room,Low
11-49-40,0,11.642,1,room,Low
11-49-41,0,11.651,1,room,Low
11-49-42,0,11.652,1,room,Low
11-49-43,0,11.655,1,room,Low
11-49-44,0,11.643,1,room,Low
11-49-45,0,11.647,1,room,Low
11-49-46,0,11.631,1,room,Low
11-49-47,0,11.623,1,room,Low
11-49-48,0,11.628,1,room,Low
11-49-49,0,11.624,1,room,Low
