Time,fms,EDA,individual,simulation,CSS
11-47-12,0,12.405,1,room,Low
11-47-13,0,12.391,1,room,Low
11-47-14,0,12.365,1,room,Low
11-47-15,0,12.322,1,room,Low
11-47-16,0,12.281,1,room,Low
11-47-17,0,12.289,1,room,Low
11-47-18,0,12.284,1,room,Low
11-47-19,0,12.271,1,room,Low
11-47-20,0,12.247,1,room,Low
11-47-21,0,12.244,1,room,Low
11-47-22,0,12.28,1,room,Low
11-47-23,0,12.243,1,room,Low
11-47-24,0,12.219,1,room,Low
11-47-25,0,12.211,1,room,Low
11-47-26,0,12.218,1,room,Low
11-47-27,0,12.202,1,room,Low
11-47-28,0,12.211,1,room,Low
11-47-29,0,12.304,1,room,Low
11-47-30,0,12.384,1,room,Low
11-47-31,0,12.317,1,room,Low
11-47-32,0,12.269,1,room,Low
11-47-33,0,12.254,1,room,Low
11-47-34,0,12.204,1,room,Low
11-47-35,0,12.186,1,room,Low
11-47-36,0,12.184,1,room,Low
11-47-37,0,12.165,1,room,Low
11-47-38,0,12.14,1,room,Low
11-47-39,0,12.142,1,room,Low
11-47-40,0,12.149,1,room,Low
11-47-41,0,12.148,1,room,Low
