Time,fms,EDA,individual,simulation
05-06-51,0,5.259,14,beach
05-06-52,0,6.698,14,beach
05-06-53,0,7.337,14,beach
05-06-54,0,7.878,14,beach
05-06-55,0,7.362,14,beach
05-06-56,0,6.239,14,beach
05-06-57,0,5.578,14,beach
05-06-58,0,5.242,14,beach
05-06-59,0,5.066,14,beach
05-07-00,0,4.934,14,beach
05-07-01,0,4.825,14,beach
05-07-02,0,4.715,14,beach
05-07-03,0,4.537,14,beach
05-07-04,0,4.418,14,beach
05-07-05,0,4.369,14,beach
05-07-06,0,4.432,14,beach
05-07-07,0,4.399,14,beach
05-07-08,0,4.379,14,beach
05-07-09,0,4.367,14,beach
05-07-10,0,4.342,14,beach
05-07-11,0,4.302,14,beach
05-07-12,0,4.306,14,beach
05-07-13,0,4.302,14,beach
05-07-14,0,4.306,14,beach
05-07-15,0,4.308,14,beach
05-07-16,0,4.221,14,beach
05-07-17,0,4.155,14,beach
05-07-18,0,4.190,14,beach
05-07-19,0,4.206,14,beach
05-07-20,0,4.169,14,beach
