Time,fms,HR,individual,simulation
04-54-12,1,65.970,4,walk
04-54-13,1,65.580,4,walk
04-54-14,1,65.280,4,walk
04-54-15,1,64.930,4,walk
04-54-16,1,64.500,4,walk
04-54-17,1,64.170,4,walk
04-54-18,1,63.780,4,walk
04-54-19,1,63.400,4,walk
04-54-20,1,62.950,4,walk
04-54-21,1,62.580,4,walk
04-54-22,1,62.670,4,walk
04-54-23,1,62.780,4,walk
04-54-24,1,62.830,4,walk
04-54-25,1,62.880,4,walk
04-54-26,1,62.920,4,walk
04-54-27,1,63.080,4,walk
04-54-28,1,63.270,4,walk
04-54-29,1,63.400,4,walk
04-54-30,1,63.500,4,walk
04-54-31,1,63.570,4,walk
04-54-32,1,63.680,4,walk
04-54-33,1,63.600,4,walk
04-54-34,1,63.530,4,walk
04-54-35,1,63.480,4,walk
04-54-36,1,63.570,4,walk
04-54-37,1,63.930,4,walk
04-54-38,1,64.270,4,walk
04-54-39,1,64.570,4,walk
04-54-40,1,64.850,4,walk
04-54-41,1,65.170,4,walk
