Time,fms,EDA,individual,simulation
12-00-18,1,12.025,1,walk
12-00-19,1,11.892,1,walk
12-00-20,1,11.709,1,walk
12-00-21,1,11.613,1,walk
12-00-22,1,11.551,1,walk
12-00-23,1,11.511,1,walk
12-00-24,1,11.459,1,walk
12-00-25,1,11.467,1,walk
12-00-26,1,11.637,1,walk
12-00-27,1,11.675,1,walk
12-00-28,1,11.562,1,walk
12-00-29,1,11.494,1,walk
12-00-30,1,11.446,1,walk
12-00-31,1,11.411,1,walk
12-00-32,1,11.385,1,walk
12-00-33,1,11.351,1,walk
12-00-34,1,11.311,1,walk
12-00-35,1,11.271,1,walk
12-00-36,1,11.427,1,walk
12-00-37,1,11.662,1,walk
12-00-38,1,11.630,1,walk
12-00-39,1,12.059,1,walk
12-00-40,1,13.594,1,walk
12-00-41,1,13.526,1,walk
12-00-42,1,12.897,1,walk
12-00-43,1,12.598,1,walk
12-00-44,1,12.413,1,walk
12-00-45,1,12.893,1,walk
12-00-46,1,14.301,1,walk
12-00-47,1,13.852,1,walk
