Time,fms,EDA,individual,simulation
04-09-21,1,0.448,4,sea
04-09-22,1,0.450,4,sea
04-09-23,1,0.446,4,sea
04-09-24,1,0.451,4,sea
04-09-25,1,0.445,4,sea
04-09-26,1,0.447,4,sea
04-09-27,1,0.445,4,sea
04-09-28,1,0.445,4,sea
04-09-29,1,0.443,4,sea
04-09-30,1,0.444,4,sea
04-09-31,1,0.444,4,sea
04-09-32,1,0.442,4,sea
04-09-33,1,0.442,4,sea
04-09-34,1,0.439,4,sea
04-09-35,1,0.441,4,sea
04-09-36,1,0.441,4,sea
04-09-37,1,0.437,4,sea
04-09-38,1,0.441,4,sea
04-09-39,1,0.437,4,sea
04-09-40,1,0.436,4,sea
04-09-41,1,0.437,4,sea
04-09-42,1,0.435,4,sea
04-09-43,1,0.440,4,sea
04-09-44,1,0.437,4,sea
04-09-45,1,0.435,4,sea
04-09-46,1,0.436,4,sea
04-09-47,1,0.432,4,sea
04-09-48,1,0.436,4,sea
04-09-49,1,0.433,4,sea
04-09-50,1,0.433,4,sea
