Time,fms,HR,individual,simulation
07-58-50,0,74.950,11,beach
07-58-51,0,74.970,11,beach
07-58-52,0,74.970,11,beach
07-58-53,0,74.970,11,beach
07-58-54,0,74.970,11,beach
07-58-55,0,74.980,11,beach
07-58-56,0,74.980,11,beach
07-58-57,0,74.980,11,beach
07-58-58,0,74.970,11,beach
07-58-59,0,74.980,11,beach
07-59-00,0,75.020,11,beach
07-59-01,0,75.050,11,beach
07-59-02,0,75.030,11,beach
07-59-03,0,75.020,11,beach
07-59-04,0,74.980,11,beach
07-59-05,0,74.950,11,beach
07-59-06,0,74.900,11,beach
07-59-07,0,74.880,11,beach
07-59-08,0,74.880,11,beach
07-59-09,0,74.850,11,beach
07-59-10,0,74.800,11,beach
07-59-11,0,74.750,11,beach
07-59-12,0,74.650,11,beach
07-59-13,0,74.530,11,beach
07-59-14,0,74.420,11,beach
07-59-15,0,74.300,11,beach
07-59-16,0,74.180,11,beach
07-59-17,0,74.080,11,beach
07-59-18,0,73.980,11,beach
07-59-19,0,73.880,11,beach
