Time,fms,EDA,individual,simulation
12-01-10,0,1.095,7,beach
12-01-11,0,1.093,7,beach
12-01-12,0,1.051,7,beach
12-01-13,0,1.036,7,beach
12-01-14,0,1.033,7,beach
12-01-15,0,1.116,7,beach
12-01-16,0,1.211,7,beach
12-01-17,0,1.178,7,beach
12-01-18,0,1.113,7,beach
12-01-19,0,1.104,7,beach
12-01-20,0,1.189,7,beach
12-01-21,0,1.209,7,beach
12-01-22,0,1.160,7,beach
12-01-23,0,1.163,7,beach
12-01-24,0,1.171,7,beach
12-01-25,0,1.137,7,beach
12-01-26,0,1.114,7,beach
12-01-27,0,1.103,7,beach
12-01-28,0,1.079,7,beach
12-01-29,0,1.064,7,beach
12-01-30,0,1.117,7,beach
12-01-31,0,1.138,7,beach
12-01-32,0,1.124,7,beach
12-01-33,0,1.141,7,beach
12-01-34,0,1.132,7,beach
12-01-35,0,1.097,7,beach
12-01-36,0,1.061,7,beach
12-01-37,0,1.054,7,beach
12-01-38,0,1.059,7,beach
12-01-39,0,1.089,7,beach
