Time,fms,EDA,individual,simulation
12-13-58,2,11.125,1,roller
12-13-59,2,11.114,1,roller
12-14-00,2,11.116,1,roller
12-14-01,2,11.113,1,roller
12-14-02,2,11.091,1,roller
12-14-03,2,11.074,1,roller
12-14-04,2,11.077,1,roller
12-14-05,2,11.071,1,roller
12-14-06,2,11.052,1,roller
12-14-07,2,11.039,1,roller
12-14-08,2,11.027,1,roller
12-14-09,2,11.013,1,roller
12-14-10,2,11.020,1,roller
12-14-11,2,11.009,1,roller
12-14-12,2,11.008,1,roller
12-14-13,2,11.010,1,roller
12-14-14,2,10.987,1,roller
12-14-15,2,10.979,1,roller
12-14-16,2,10.979,1,roller
12-14-17,2,10.965,1,roller
12-14-18,2,10.949,1,roller
12-14-19,2,10.937,1,roller
12-14-20,2,10.935,1,roller
12-14-21,2,10.939,1,roller
12-14-22,2,10.926,1,roller
12-14-23,2,10.917,1,roller
12-14-24,2,10.918,1,roller
12-14-25,2,10.906,1,roller
12-14-26,2,10.902,1,roller
12-14-27,2,10.901,1,roller
