Time,fms,HR,individual,simulation
03-56-50,2,126.430,8,walk
03-56-51,2,126.470,8,walk
03-56-52,2,126.520,8,walk
03-56-53,2,126.570,8,walk
03-56-54,2,126.620,8,walk
03-56-55,2,126.670,8,walk
03-56-56,2,126.730,8,walk
03-56-57,2,126.770,8,walk
03-56-58,2,126.820,8,walk
03-56-59,2,126.870,8,walk
03-57-00,2,126.920,8,walk
03-57-01,2,126.980,8,walk
03-57-02,2,127.070,8,walk
03-57-03,2,127.180,8,walk
03-57-04,2,127.280,8,walk
03-57-05,2,127.400,8,walk
03-57-06,2,127.520,8,walk
03-57-07,2,127.620,8,walk
03-57-08,2,127.700,8,walk
03-57-09,2,127.800,8,walk
03-57-10,2,127.900,8,walk
03-57-11,2,128.000,8,walk
03-57-12,2,128.100,8,walk
03-57-13,2,128.200,8,walk
03-57-14,2,128.280,8,walk
03-57-15,2,128.380,8,walk
03-57-16,2,128.480,8,walk
03-57-17,2,128.570,8,walk
03-57-18,2,128.630,8,walk
03-57-19,2,128.680,8,walk
