Time,fms,HR,individual,simulation
03-50-58,1,100.300,8,walk
03-50-59,1,100.270,8,walk
03-51-00,1,100.270,8,walk
03-51-01,1,100.300,8,walk
03-51-02,1,100.330,8,walk
03-51-03,1,100.400,8,walk
03-51-04,1,100.480,8,walk
03-51-05,1,100.570,8,walk
03-51-06,1,100.670,8,walk
03-51-07,1,100.770,8,walk
03-51-08,1,100.900,8,walk
03-51-09,1,101.050,8,walk
03-51-10,1,101.230,8,walk
03-51-11,1,101.470,8,walk
03-51-12,1,101.700,8,walk
03-51-13,1,101.950,8,walk
03-51-14,1,102.200,8,walk
03-51-15,1,102.430,8,walk
03-51-16,1,102.650,8,walk
03-51-17,1,102.200,8,walk
03-51-18,1,101.720,8,walk
03-51-19,1,101.130,8,walk
03-51-20,1,100.550,8,walk
03-51-21,1,99.980,8,walk
03-51-22,1,99.400,8,walk
03-51-23,1,98.830,8,walk
03-51-24,1,98.230,8,walk
03-51-25,1,97.650,8,walk
03-51-26,1,97.050,8,walk
03-51-27,1,96.470,8,walk
