Time,fms,EDA,individual,simulation,CSS
04-32-57,2,1.825,2,roller,High
04-32-58,2,1.837,2,roller,High
04-32-59,2,1.821,2,roller,High
04-33-00,2,1.816,2,roller,High
04-33-01,2,1.813,2,roller,High
04-33-02,2,1.81,2,roller,High
04-33-03,2,1.803,2,roller,High
04-33-04,2,1.838,2,roller,High
04-33-05,2,1.906,2,roller,High
04-33-06,2,1.918,2,roller,High
04-33-07,2,1.91,2,roller,High
04-33-08,2,1.906,2,roller,High
04-33-09,2,1.917,2,roller,High
04-33-10,2,1.904,2,roller,High
04-33-11,2,1.888,2,roller,High
04-33-12,2,1.85,2,roller,High
04-33-13,2,1.827,2,roller,High
04-33-14,2,1.817,2,roller,High
04-33-15,2,1.816,2,roller,High
04-33-16,2,1.808,2,roller,High
04-33-17,2,1.808,2,roller,High
04-33-18,2,1.8,2,roller,High
04-33-19,2,1.799,2,roller,High
04-33-20,2,1.792,2,roller,High
04-33-21,2,1.791,2,roller,High
04-33-22,2,1.792,2,roller,High
04-33-23,2,1.783,2,roller,High
04-33-24,2,1.783,2,roller,High
04-33-25,2,1.779,2,roller,High
04-33-26,2,1.778,2,roller,High
