Time,fms,HR,individual,simulation
03-58-13,0,92.630,3,room
03-58-14,0,93.550,3,room
03-58-15,0,94.430,3,room
03-58-16,0,95.330,3,room
03-58-17,0,96.200,3,room
03-58-18,0,97.100,3,room
03-58-19,0,97.830,3,room
03-58-20,0,98.520,3,room
03-58-21,0,99.270,3,room
03-58-22,0,100.000,3,room
03-58-23,0,100.700,3,room
03-58-24,0,101.180,3,room
03-58-25,0,101.680,3,room
03-58-26,0,102.180,3,room
03-58-27,0,102.700,3,room
03-58-28,0,103.300,3,room
03-58-29,0,103.880,3,room
03-58-30,0,104.320,3,room
03-58-31,0,104.780,3,room
03-58-32,0,105.230,3,room
03-58-33,0,105.650,3,room
03-58-34,0,106.080,3,room
03-58-35,0,106.500,3,room
03-58-36,0,106.930,3,room
03-58-37,0,107.380,3,room
03-58-38,0,107.850,3,room
03-58-39,0,108.270,3,room
03-58-40,0,108.700,3,room
03-58-41,0,109.180,3,room
03-58-42,0,109.420,3,room
