Time,fms,EDA,individual,simulation
04-43-00,1,3.684,14,roller
04-43-01,1,3.808,14,roller
04-43-02,1,3.844,14,roller
04-43-03,1,3.810,14,roller
04-43-04,1,3.873,14,roller
04-43-05,1,3.876,14,roller
04-43-06,1,3.854,14,roller
04-43-07,1,3.827,14,roller
04-43-08,1,3.774,14,roller
04-43-09,1,3.861,14,roller
04-43-10,1,4.536,14,roller
04-43-11,1,5.462,14,roller
04-43-12,1,5.292,14,roller
04-43-13,1,4.924,14,roller
04-43-14,1,4.741,14,roller
04-43-15,1,4.629,14,roller
04-43-16,1,4.555,14,roller
04-43-17,1,4.494,14,roller
04-43-18,1,4.446,14,roller
04-43-19,1,4.419,14,roller
04-43-20,1,4.372,14,roller
04-43-21,1,4.355,14,roller
04-43-22,1,4.330,14,roller
04-43-23,1,4.286,14,roller
04-43-24,1,4.259,14,roller
04-43-25,1,4.241,14,roller
04-43-26,1,4.214,14,roller
04-43-27,1,4.194,14,roller
04-43-28,1,4.173,14,roller
04-43-29,1,4.171,14,roller
