Time,fms,EDA,individual,simulation
04-39-48,1,3.174,14,roller
04-39-49,1,3.145,14,roller
04-39-50,1,3.113,14,roller
04-39-51,1,3.083,14,roller
04-39-52,1,3.088,14,roller
04-39-53,1,3.096,14,roller
04-39-54,1,3.072,14,roller
04-39-55,1,3.066,14,roller
04-39-56,1,3.040,14,roller
04-39-57,1,3.019,14,roller
04-39-58,1,3.016,14,roller
04-39-59,1,3.064,14,roller
04-40-00,1,3.505,14,roller
04-40-01,1,3.805,14,roller
04-40-02,1,3.639,14,roller
04-40-03,1,3.474,14,roller
04-40-04,1,3.424,14,roller
04-40-05,1,3.390,14,roller
04-40-06,1,3.354,14,roller
04-40-07,1,3.330,14,roller
04-40-08,1,3.390,14,roller
04-40-09,1,3.860,14,roller
04-40-10,1,4.029,14,roller
04-40-11,1,3.802,14,roller
04-40-12,1,3.670,14,roller
04-40-13,1,3.596,14,roller
04-40-14,1,3.546,14,roller
04-40-15,1,3.626,14,roller
04-40-16,1,3.780,14,roller
04-40-17,1,3.693,14,roller
