Time,fms,EDA,individual,simulation,CSS
04-40-44,2,2.837,4,beach,High
04-40-45,2,2.824,4,beach,High
04-40-46,2,2.805,4,beach,High
04-40-47,2,2.895,4,beach,High
04-40-48,2,2.913,4,beach,High
04-40-49,2,2.916,4,beach,High
04-40-50,2,2.919,4,beach,High
04-40-51,2,2.921,4,beach,High
04-40-52,2,2.931,4,beach,High
04-40-53,2,2.99,4,beach,High
04-40-54,2,3.0,4,beach,High
04-40-55,2,2.907,4,beach,High
04-40-56,2,2.883,4,beach,High
04-40-57,2,2.895,4,beach,High
04-40-58,2,2.878,4,beach,High
04-40-59,2,2.868,4,beach,High
04-41-00,2,2.841,4,beach,High
04-41-01,2,2.822,4,beach,High
04-41-02,2,2.848,4,beach,High
04-41-03,2,2.807,4,beach,High
04-41-04,2,2.811,4,beach,High
04-41-05,2,2.774,4,beach,High
04-41-06,2,2.766,4,beach,High
04-41-07,2,2.757,4,beach,High
04-41-08,2,2.726,4,beach,High
04-41-09,2,2.724,4,beach,High
04-41-10,2,2.744,4,beach,High
04-41-11,2,2.765,4,beach,High
04-41-12,2,2.815,4,beach,High
04-41-13,2,2.897,4,beach,High
