Time,fms,EDA,individual,simulation,CSS
04-53-27,2,5.588,8,roller,High
04-53-28,2,5.494,8,roller,High
04-53-29,2,5.439,8,roller,High
04-53-30,2,5.363,8,roller,High
04-53-31,2,5.264,8,roller,High
04-53-32,2,5.202,8,roller,High
04-53-33,2,5.156,8,roller,High
04-53-34,2,5.101,8,roller,High
04-53-35,2,5.073,8,roller,High
04-53-36,2,5.156,8,roller,High
04-53-37,2,5.246,8,roller,High
04-53-38,2,5.601,8,roller,High
04-53-39,2,5.666,8,roller,High
04-53-40,2,5.424,8,roller,High
04-53-41,2,5.33,8,roller,High
04-53-42,2,5.352,8,roller,High
04-53-43,2,5.434,8,roller,High
04-53-44,2,5.459,8,roller,High
04-53-45,2,5.338,8,roller,High
04-53-46,2,5.409,8,roller,High
04-53-47,2,5.724,8,roller,High
04-53-48,2,5.658,8,roller,High
04-53-49,2,5.596,8,roller,High
04-53-50,2,5.597,8,roller,High
04-53-51,2,5.543,8,roller,High
04-53-52,2,5.427,8,roller,High
04-53-53,2,5.482,8,roller,High
04-53-54,2,5.506,8,roller,High
04-53-55,2,5.441,8,roller,High
04-53-56,2,5.37,8,roller,High
