Time,fms,EDA,individual,simulation
12-02-58,1,11.550,1,walk
12-02-59,1,12.358,1,walk
12-03-00,1,11.630,1,walk
12-03-01,1,11.152,1,walk
12-03-02,1,10.731,1,walk
12-03-03,1,10.527,1,walk
12-03-04,1,10.523,1,walk
12-03-05,1,10.693,1,walk
12-03-06,1,11.457,1,walk
12-03-07,1,11.732,1,walk
12-03-08,1,11.465,1,walk
12-03-09,1,11.336,1,walk
12-03-10,1,11.288,1,walk
12-03-11,1,11.476,1,walk
12-03-12,1,11.573,1,walk
12-03-13,1,11.398,1,walk
12-03-14,1,11.347,1,walk
12-03-15,1,11.367,1,walk
12-03-16,1,11.444,1,walk
12-03-17,1,11.677,1,walk
12-03-18,1,12.258,1,walk
12-03-19,1,12.068,1,walk
12-03-20,1,11.611,1,walk
12-03-21,1,11.443,1,walk
12-03-22,1,11.288,1,walk
12-03-23,1,11.454,1,walk
12-03-24,1,11.971,1,walk
12-03-25,1,12.003,1,walk
12-03-26,1,11.469,1,walk
12-03-27,1,11.183,1,walk
