Time,fms,HR,individual,simulation
12-36-47,0,90.130,7,room
12-36-48,0,90.120,7,room
12-36-49,0,90.120,7,room
12-36-50,0,90.120,7,room
12-36-51,0,90.100,7,room
12-36-52,0,90.100,7,room
12-36-53,0,90.080,7,room
12-36-54,0,90.020,7,room
12-36-55,0,89.900,7,room
12-36-56,0,89.750,7,room
12-36-57,0,89.580,7,room
12-36-58,0,89.370,7,room
12-36-59,0,89.130,7,room
12-37-00,0,88.870,7,room
12-37-01,0,88.580,7,room
12-37-02,0,88.370,7,room
12-37-03,0,88.170,7,room
12-37-04,0,88.000,7,room
12-37-05,0,87.850,7,room
12-37-06,0,87.720,7,room
12-37-07,0,87.580,7,room
12-37-08,0,87.450,7,room
12-37-09,0,87.330,7,room
12-37-10,0,87.200,7,room
12-37-11,0,87.070,7,room
12-37-12,0,86.900,7,room
12-37-13,0,86.730,7,room
12-37-14,0,86.580,7,room
12-37-15,0,86.430,7,room
12-37-16,0,86.330,7,room
