Time,fms,EDA,individual,simulation,CSS
12-04-54,5,2.22,9,roller,High
12-04-55,5,2.215,9,roller,High
12-04-56,5,2.215,9,roller,High
12-04-57,5,2.216,9,roller,High
12-04-58,5,2.214,9,roller,High
12-04-59,5,2.211,9,roller,High
12-05-00,5,2.209,9,roller,High
12-05-01,5,2.208,9,roller,High
12-05-02,5,2.207,9,roller,High
12-05-03,5,2.204,9,roller,High
12-05-04,5,2.203,9,roller,High
12-05-05,5,2.205,9,roller,High
12-05-06,5,2.201,9,roller,High
12-05-07,5,2.201,9,roller,High
12-05-08,5,2.202,9,roller,High
12-05-09,5,2.2,9,roller,High
12-05-10,5,2.198,9,roller,High
12-05-11,5,2.197,9,roller,High
12-05-12,5,2.202,9,roller,High
12-05-13,5,2.196,9,roller,High
12-05-14,5,2.195,9,roller,High
12-05-15,5,2.193,9,roller,High
12-05-16,5,2.192,9,roller,High
12-05-17,5,2.19,9,roller,High
12-05-18,5,2.189,9,roller,High
12-05-19,5,2.188,9,roller,High
12-05-20,5,2.189,9,roller,High
12-05-21,5,2.187,9,roller,High
12-05-22,5,2.185,9,roller,High
12-05-23,5,2.186,9,roller,High
