Time,fms,EDA,individual,simulation,CSS
12-02-46,3,2.356,9,roller,High
12-02-47,3,2.354,9,roller,High
12-02-48,3,2.353,9,roller,High
12-02-49,3,2.352,9,roller,High
12-02-50,3,2.354,9,roller,High
12-02-51,3,2.355,9,roller,High
12-02-52,3,2.361,9,roller,High
12-02-53,3,2.36,9,roller,High
12-02-54,3,2.354,9,roller,High
12-02-55,3,2.353,9,roller,High
12-02-56,3,2.349,9,roller,High
12-02-57,3,2.348,9,roller,High
12-02-58,3,2.346,9,roller,High
12-02-59,3,2.343,9,roller,High
12-03-00,3,2.343,9,roller,High
12-03-01,3,2.34,9,roller,High
12-03-02,3,2.34,9,roller,High
12-03-03,3,2.337,9,roller,High
12-03-04,3,2.336,9,roller,High
12-03-05,3,2.332,9,roller,High
12-03-06,3,2.332,9,roller,High
12-03-07,3,2.329,9,roller,High
12-03-08,3,2.328,9,roller,High
12-03-09,3,2.332,9,roller,High
12-03-10,3,2.327,9,roller,High
12-03-11,3,2.322,9,roller,High
12-03-12,3,2.319,9,roller,High
12-03-13,3,2.321,9,roller,High
12-03-14,3,2.319,9,roller,High
12-03-15,3,2.316,9,roller,High
