Time,fms,HR,individual,simulation,CSS
07-30-02,1,85.32,11,walk,Mid
07-30-03,1,85.3,11,walk,Mid
07-30-04,1,85.25,11,walk,Mid
07-30-05,1,85.23,11,walk,Mid
07-30-06,1,85.2,11,walk,Mid
07-30-07,1,85.15,11,walk,Mid
07-30-08,1,85.12,11,walk,Mid
07-30-09,1,85.08,11,walk,Mid
07-30-10,1,85.08,11,walk,Mid
07-30-11,1,85.07,11,walk,Mid
07-30-12,1,85.07,11,walk,Mid
07-30-13,1,85.07,11,walk,Mid
07-30-14,1,85.07,11,walk,Mid
07-30-15,1,85.07,11,walk,Mid
07-30-16,1,85.05,11,walk,Mid
07-30-17,1,85.03,11,walk,Mid
07-30-18,1,85.02,11,walk,Mid
07-30-19,1,85.0,11,walk,Mid
07-30-20,1,85.0,11,walk,Mid
07-30-21,1,85.02,11,walk,Mid
07-30-22,1,85.03,11,walk,Mid
07-30-23,1,85.08,11,walk,Mid
07-30-24,1,85.12,11,walk,Mid
07-30-25,1,85.17,11,walk,Mid
07-30-26,1,85.18,11,walk,Mid
07-30-27,1,85.17,11,walk,Mid
07-30-28,1,85.13,11,walk,Mid
07-30-29,1,85.08,11,walk,Mid
07-30-30,1,85.03,11,walk,Mid
07-30-31,1,84.98,11,walk,Mid
