Time,fms,HR,individual,simulation,CSS
04-09-52,1,119.22,8,beach,Mid
04-09-53,1,119.33,8,beach,Mid
04-09-54,1,119.4,8,beach,Mid
04-09-55,1,119.47,8,beach,Mid
04-09-56,1,119.5,8,beach,Mid
04-09-57,1,119.57,8,beach,Mid
04-09-58,1,119.6,8,beach,Mid
04-09-59,1,119.63,8,beach,Mid
04-10-00,1,119.67,8,beach,Mid
04-10-01,1,119.7,8,beach,Mid
04-10-02,1,119.72,8,beach,Mid
04-10-03,1,119.72,8,beach,Mid
04-10-04,1,119.68,8,beach,Mid
04-10-05,1,119.67,8,beach,Mid
04-10-06,1,119.63,8,beach,Mid
04-10-07,1,119.62,8,beach,Mid
04-10-08,1,119.62,8,beach,Mid
04-10-09,1,119.62,8,beach,Mid
04-10-10,1,119.62,8,beach,Mid
04-10-11,1,119.62,8,beach,Mid
04-10-12,1,119.63,8,beach,Mid
04-10-13,1,119.67,8,beach,Mid
04-10-14,1,119.43,8,beach,Mid
04-10-15,1,119.32,8,beach,Mid
04-10-16,1,119.18,8,beach,Mid
04-10-17,1,119.03,8,beach,Mid
04-10-18,1,118.92,8,beach,Mid
04-10-19,1,118.87,8,beach,Mid
04-10-20,1,118.78,8,beach,Mid
04-10-21,1,118.7,8,beach,Mid
