Time,fms,EDA,individual,simulation
07-29-30,1,0.406,11,walk
07-29-31,1,0.396,11,walk
07-29-32,1,0.401,11,walk
07-29-33,1,0.427,11,walk
07-29-34,1,0.444,11,walk
07-29-35,1,0.436,11,walk
07-29-36,1,0.445,11,walk
07-29-37,1,0.468,11,walk
07-29-38,1,0.491,11,walk
07-29-39,1,0.512,11,walk
07-29-40,1,0.531,11,walk
07-29-41,1,0.539,11,walk
07-29-42,1,0.537,11,walk
07-29-43,1,0.545,11,walk
07-29-44,1,0.564,11,walk
07-29-45,1,0.584,11,walk
07-29-46,1,0.586,11,walk
07-29-47,1,0.617,11,walk
07-29-48,1,0.672,11,walk
07-29-49,1,0.729,11,walk
07-29-50,1,0.728,11,walk
07-29-51,1,0.748,11,walk
07-29-52,1,0.762,11,walk
07-29-53,1,0.786,11,walk
07-29-54,1,0.840,11,walk
07-29-55,1,0.856,11,walk
07-29-56,1,0.891,11,walk
07-29-57,1,0.916,11,walk
07-29-58,1,0.967,11,walk
07-29-59,1,0.983,11,walk
