Time,fms,HR,individual,simulation,CSS
12-02-14,3,67.45,9,roller,High
12-02-15,3,67.5,9,roller,High
12-02-16,3,67.57,9,roller,High
12-02-17,3,67.62,9,roller,High
12-02-18,3,67.67,9,roller,High
12-02-19,3,67.73,9,roller,High
12-02-20,3,67.8,9,roller,High
12-02-21,3,67.88,9,roller,High
12-02-22,3,67.95,9,roller,High
12-02-23,3,68.0,9,roller,High
12-02-24,3,68.07,9,roller,High
12-02-25,3,68.12,9,roller,High
12-02-26,3,68.18,9,roller,High
12-02-27,3,68.23,9,roller,High
12-02-28,3,68.28,9,roller,High
12-02-29,3,68.32,9,roller,High
12-02-30,3,68.33,9,roller,High
12-02-31,3,68.35,9,roller,High
12-02-32,3,68.35,9,roller,High
12-02-33,3,68.33,9,roller,High
12-02-34,3,68.3,9,roller,High
12-02-35,3,68.28,9,roller,High
12-02-36,3,68.27,9,roller,High
12-02-37,3,68.23,9,roller,High
12-02-38,3,68.2,9,roller,High
12-02-39,3,68.18,9,roller,High
12-02-40,3,68.18,9,roller,High
12-02-41,3,68.2,9,roller,High
12-02-42,3,68.23,9,roller,High
12-02-43,3,68.28,9,roller,High
