Time,fms,HR,individual,simulation
04-37-12,2,98.430,8,sea
04-37-13,2,98.430,8,sea
04-37-14,2,98.430,8,sea
04-37-15,2,98.430,8,sea
04-37-16,2,98.420,8,sea
04-37-17,2,98.420,8,sea
04-37-18,2,98.420,8,sea
04-37-19,2,98.420,8,sea
04-37-20,2,98.420,8,sea
04-37-21,2,98.420,8,sea
04-37-22,2,98.420,8,sea
04-37-23,2,98.450,8,sea
04-37-24,2,98.480,8,sea
04-37-25,2,98.520,8,sea
04-37-26,2,98.570,8,sea
04-37-27,2,98.620,8,sea
04-37-28,2,98.670,8,sea
04-37-29,2,98.720,8,sea
04-37-30,2,98.770,8,sea
04-37-31,2,98.820,8,sea
04-37-32,2,98.850,8,sea
04-37-33,2,98.880,8,sea
04-37-34,2,98.920,8,sea
04-37-35,2,98.950,8,sea
04-37-36,2,98.970,8,sea
04-37-37,2,98.980,8,sea
04-37-38,2,99.020,8,sea
04-37-39,2,99.050,8,sea
04-37-40,2,99.070,8,sea
04-37-41,2,99.080,8,sea
