Time,fms,EDA,individual,simulation
12-43-34,0,3.986,12,walk
12-43-35,0,4.084,12,walk
12-43-36,0,4.088,12,walk
12-43-37,0,4.086,12,walk
12-43-38,0,4.319,12,walk
12-43-39,0,4.416,12,walk
12-43-40,0,4.329,12,walk
12-43-41,0,4.482,12,walk
12-43-42,0,4.652,12,walk
12-43-43,0,4.563,12,walk
12-43-44,0,4.534,12,walk
12-43-45,0,4.487,12,walk
12-43-46,0,4.560,12,walk
12-43-47,0,4.794,12,walk
12-43-48,0,4.354,12,walk
12-43-49,0,4.479,12,walk
12-43-50,0,4.165,12,walk
12-43-51,0,4.172,12,walk
12-43-52,0,4.458,12,walk
12-43-53,0,4.535,12,walk
12-43-54,0,4.887,12,walk
12-43-55,0,4.964,12,walk
12-43-56,0,4.823,12,walk
12-43-57,0,4.672,12,walk
12-43-58,0,4.588,12,walk
12-43-59,0,4.773,12,walk
12-44-00,0,4.828,12,walk
12-44-01,0,4.765,12,walk
12-44-02,0,5.007,12,walk
12-44-03,0,5.179,12,walk
