Time,fms,EDA,individual,simulation
11-44-00,1,2.865,13,beach
11-44-01,1,2.832,13,beach
11-44-02,1,2.807,13,beach
11-44-03,1,2.807,13,beach
11-44-04,1,2.780,13,beach
11-44-05,1,2.698,13,beach
11-44-06,1,2.697,13,beach
11-44-07,1,2.708,13,beach
11-44-08,1,2.713,13,beach
11-44-09,1,2.992,13,beach
11-44-10,1,3.185,13,beach
11-44-11,1,3.083,13,beach
11-44-12,1,2.981,13,beach
11-44-13,1,2.893,13,beach
11-44-14,1,2.883,13,beach
11-44-15,1,2.826,13,beach
11-44-16,1,2.789,13,beach
11-44-17,1,2.781,13,beach
11-44-18,1,2.807,13,beach
11-44-19,1,2.766,13,beach
11-44-20,1,2.789,13,beach
11-44-21,1,2.781,13,beach
11-44-22,1,2.779,13,beach
11-44-23,1,2.786,13,beach
11-44-24,1,2.780,13,beach
11-44-25,1,2.770,13,beach
11-44-26,1,2.762,13,beach
11-44-27,1,2.771,13,beach
11-44-28,1,2.774,13,beach
11-44-29,1,2.731,13,beach
