Time,fms,EDA,individual,simulation
04-56-24,2,0.435,3,sea
04-56-25,2,0.434,3,sea
04-56-26,2,0.436,3,sea
04-56-27,2,0.430,3,sea
04-56-28,2,0.434,3,sea
04-56-29,2,0.429,3,sea
04-56-30,2,0.432,3,sea
04-56-31,2,0.427,3,sea
04-56-32,2,0.430,3,sea
04-56-33,2,0.428,3,sea
04-56-34,2,0.430,3,sea
04-56-35,2,0.427,3,sea
04-56-36,2,0.427,3,sea
04-56-37,2,0.427,3,sea
04-56-38,2,0.422,3,sea
04-56-39,2,0.429,3,sea
04-56-40,2,0.422,3,sea
04-56-41,2,0.425,3,sea
04-56-42,2,0.421,3,sea
04-56-43,2,0.423,3,sea
04-56-44,2,0.422,3,sea
04-56-45,2,0.424,3,sea
04-56-46,2,0.420,3,sea
04-56-47,2,0.422,3,sea
04-56-48,2,0.421,3,sea
04-56-49,2,0.419,3,sea
04-56-50,2,0.419,3,sea
04-56-51,2,0.417,3,sea
04-56-52,2,0.419,3,sea
04-56-53,2,0.414,3,sea
