Time,fms,EDA,individual,simulation
12-08-16,1,2.438,13,room
12-08-17,1,2.477,13,room
12-08-18,1,2.534,13,room
12-08-19,1,2.487,13,room
12-08-20,1,2.443,13,room
12-08-21,1,2.440,13,room
12-08-22,1,2.465,13,room
12-08-23,1,2.451,13,room
12-08-24,1,2.426,13,room
12-08-25,1,2.398,13,room
12-08-26,1,2.384,13,room
12-08-27,1,2.384,13,room
12-08-28,1,2.405,13,room
12-08-29,1,2.410,13,room
12-08-30,1,2.384,13,room
12-08-31,1,2.391,13,room
12-08-32,1,2.389,13,room
12-08-33,1,2.376,13,room
12-08-34,1,2.373,13,room
12-08-35,1,2.381,13,room
12-08-36,1,2.377,13,room
12-08-37,1,2.381,13,room
12-08-38,1,2.357,13,room
12-08-39,1,2.346,13,room
12-08-40,1,2.354,13,room
12-08-41,1,2.359,13,room
12-08-42,1,2.351,13,room
12-08-43,1,2.356,13,room
12-08-44,1,2.353,13,room
12-08-45,1,2.340,13,room
