Time,fms,EDA,individual,simulation
04-23-26,3,0.783,4,roller
04-23-27,3,0.778,4,roller
04-23-28,3,0.794,4,roller
04-23-29,3,0.811,4,roller
04-23-30,3,0.815,4,roller
04-23-31,3,0.827,4,roller
04-23-32,3,0.825,4,roller
04-23-33,3,0.864,4,roller
04-23-34,3,0.946,4,roller
04-23-35,3,0.981,4,roller
04-23-36,3,0.967,4,roller
04-23-37,3,0.935,4,roller
04-23-38,3,0.926,4,roller
04-23-39,3,0.972,4,roller
04-23-40,3,0.982,4,roller
04-23-41,3,0.977,4,roller
04-23-42,3,0.948,4,roller
04-23-43,3,0.939,4,roller
04-23-44,3,0.952,4,roller
04-23-45,3,0.952,4,roller
04-23-46,3,0.945,4,roller
04-23-47,3,0.931,4,roller
04-23-48,3,0.950,4,roller
04-23-49,3,1.012,4,roller
04-23-50,3,1.003,4,roller
04-23-51,3,0.979,4,roller
04-23-52,3,0.997,4,roller
04-23-53,3,1.014,4,roller
04-23-54,3,0.997,4,roller
04-23-55,3,0.977,4,roller
