Time,fms,EDA,individual,simulation
04-46-33,1,0.627,3,walk
04-46-34,1,0.621,3,walk
04-46-35,1,0.623,3,walk
04-46-36,1,0.621,3,walk
04-46-37,1,0.611,3,walk
04-46-38,1,0.609,3,walk
04-46-39,1,0.602,3,walk
04-46-40,1,0.598,3,walk
04-46-41,1,0.600,3,walk
04-46-42,1,0.604,3,walk
04-46-43,1,0.623,3,walk
04-46-44,1,0.601,3,walk
04-46-45,1,0.592,3,walk
04-46-46,1,0.601,3,walk
04-46-47,1,0.602,3,walk
04-46-48,1,0.612,3,walk
04-46-49,1,0.605,3,walk
04-46-50,1,0.601,3,walk
04-46-51,1,0.597,3,walk
04-46-52,1,0.594,3,walk
04-46-53,1,0.595,3,walk
04-46-54,1,0.587,3,walk
04-46-55,1,0.584,3,walk
04-46-56,1,0.578,3,walk
04-46-57,1,0.581,3,walk
04-46-58,1,0.578,3,walk
04-46-59,1,0.574,3,walk
04-47-00,1,0.575,3,walk
04-47-01,1,0.573,3,walk
04-47-02,1,0.570,3,walk
