Time,fms,HR,individual,simulation
03-52-34,3,73.700,8,walk
03-52-35,3,73.980,8,walk
03-52-36,3,74.300,8,walk
03-52-37,3,74.600,8,walk
03-52-38,3,75.030,8,walk
03-52-39,3,75.500,8,walk
03-52-40,3,76.450,8,walk
03-52-41,3,77.330,8,walk
03-52-42,3,78.220,8,walk
03-52-43,3,79.130,8,walk
03-52-44,3,80.070,8,walk
03-52-45,3,80.980,8,walk
03-52-46,3,81.920,8,walk
03-52-47,3,82.770,8,walk
03-52-48,3,83.550,8,walk
03-52-49,3,84.350,8,walk
03-52-50,3,85.170,8,walk
03-52-51,3,86.000,8,walk
03-52-52,3,86.830,8,walk
03-52-53,3,87.650,8,walk
03-52-54,3,88.450,8,walk
03-52-55,3,88.550,8,walk
03-52-56,3,88.670,8,walk
03-52-57,3,88.820,8,walk
03-52-58,3,88.850,8,walk
03-52-59,3,88.900,8,walk
03-53-00,3,88.900,8,walk
03-53-01,3,88.930,8,walk
03-53-02,3,89.150,8,walk
03-53-03,3,89.430,8,walk
