Time,fms,EDA,individual,simulation
04-14-42,0,1.991,2,sea
04-14-43,0,1.987,2,sea
04-14-44,0,1.987,2,sea
04-14-45,0,1.983,2,sea
04-14-46,0,1.980,2,sea
04-14-47,0,1.976,2,sea
04-14-48,0,1.973,2,sea
04-14-49,0,1.970,2,sea
04-14-50,0,1.969,2,sea
04-14-51,0,1.969,2,sea
04-14-52,0,1.963,2,sea
04-14-53,0,1.963,2,sea
04-14-54,0,1.958,2,sea
04-14-55,0,1.955,2,sea
04-14-56,0,1.956,2,sea
04-14-57,0,1.956,2,sea
04-14-58,0,1.962,2,sea
04-14-59,0,1.967,2,sea
04-15-00,0,1.967,2,sea
04-15-01,0,1.963,2,sea
04-15-02,0,1.960,2,sea
04-15-03,0,1.959,2,sea
04-15-04,0,1.960,2,sea
04-15-05,0,1.956,2,sea
04-15-06,0,1.952,2,sea
04-15-07,0,1.950,2,sea
04-15-08,0,1.944,2,sea
04-15-09,0,1.940,2,sea
04-15-10,0,1.940,2,sea
04-15-11,0,1.936,2,sea
