Time,fms,HR,individual,simulation
04-21-06,1,78.320,2,sea
04-21-07,1,78.300,2,sea
04-21-08,1,78.250,2,sea
04-21-09,1,78.180,2,sea
04-21-10,1,78.100,2,sea
04-21-11,1,78.030,2,sea
04-21-12,1,77.980,2,sea
04-21-13,1,77.950,2,sea
04-21-14,1,77.930,2,sea
04-21-15,1,77.930,2,sea
04-21-16,1,77.970,2,sea
04-21-17,1,78.020,2,sea
04-21-18,1,78.070,2,sea
04-21-19,1,78.100,2,sea
04-21-20,1,78.100,2,sea
04-21-21,1,78.080,2,sea
04-21-22,1,78.070,2,sea
04-21-23,1,78.050,2,sea
04-21-24,1,78.030,2,sea
04-21-25,1,77.980,2,sea
04-21-26,1,77.930,2,sea
04-21-27,1,77.870,2,sea
04-21-28,1,77.780,2,sea
04-21-29,1,77.700,2,sea
04-21-30,1,77.600,2,sea
04-21-31,1,77.500,2,sea
04-21-32,1,77.420,2,sea
04-21-33,1,77.320,2,sea
04-21-34,1,77.220,2,sea
04-21-35,1,77.130,2,sea
