Time,fms,HR,individual,simulation
04-35-04,2,94.750,8,sea
04-35-05,2,94.750,8,sea
04-35-06,2,94.750,8,sea
04-35-07,2,94.730,8,sea
04-35-08,2,94.720,8,sea
04-35-09,2,94.700,8,sea
04-35-10,2,94.680,8,sea
04-35-11,2,94.680,8,sea
04-35-12,2,94.680,8,sea
04-35-13,2,94.680,8,sea
04-35-14,2,94.680,8,sea
04-35-15,2,94.700,8,sea
04-35-16,2,94.720,8,sea
04-35-17,2,94.730,8,sea
04-35-18,2,94.750,8,sea
04-35-19,2,94.770,8,sea
04-35-20,2,94.800,8,sea
04-35-21,2,94.830,8,sea
04-35-22,2,94.870,8,sea
04-35-23,2,94.880,8,sea
04-35-24,2,94.900,8,sea
04-35-25,2,94.920,8,sea
04-35-26,2,94.950,8,sea
04-35-27,2,94.980,8,sea
04-35-28,2,95.020,8,sea
04-35-29,2,95.050,8,sea
04-35-30,2,95.080,8,sea
04-35-31,2,95.120,8,sea
04-35-32,2,95.150,8,sea
04-35-33,2,95.180,8,sea
