Time,fms,HR,individual,simulation
11-56-17,2,90.030,13,roller
11-56-18,2,90.020,13,roller
11-56-19,2,89.980,13,roller
11-56-20,2,89.980,13,roller
11-56-21,2,89.970,13,roller
11-56-22,2,89.970,13,roller
11-56-23,2,89.970,13,roller
11-56-24,2,89.970,13,roller
11-56-25,2,89.970,13,roller
11-56-26,2,89.950,13,roller
11-56-27,2,89.920,13,roller
11-56-28,2,89.870,13,roller
11-56-29,2,89.830,13,roller
11-56-30,2,89.850,13,roller
11-56-31,2,89.920,13,roller
11-56-32,2,90.000,13,roller
11-56-33,2,90.080,13,roller
11-56-34,2,90.150,13,roller
11-56-35,2,90.170,13,roller
11-56-36,2,90.080,13,roller
11-56-37,2,90.080,13,roller
11-56-38,2,90.030,13,roller
11-56-39,2,90.030,13,roller
11-56-40,2,90.000,13,roller
11-56-41,2,90.030,13,roller
11-56-42,2,90.030,13,roller
11-56-43,2,90.070,13,roller
11-56-44,2,90.120,13,roller
11-56-45,2,90.180,13,roller
11-56-46,2,90.250,13,roller
