Time,fms,HR,individual,simulation
07-43-02,3.000,72.600,11,roller
07-43-03,3.000,72.620,11,roller
07-43-04,3.000,72.630,11,roller
07-43-05,3.000,72.650,11,roller
07-43-06,3.000,72.670,11,roller
07-43-07,3.000,72.700,11,roller
07-43-08,3.000,72.720,11,roller
07-43-09,3.000,72.750,11,roller
07-43-10,3.000,72.770,11,roller
07-43-11,3.000,72.820,11,roller
07-43-12,3.000,72.880,11,roller
07-43-13,3.000,72.950,11,roller
07-43-14,3.000,73.030,11,roller
07-43-15,3.000,73.120,11,roller
07-43-16,3.000,73.220,11,roller
07-43-17,3.000,73.320,11,roller
07-43-18,3.000,73.420,11,roller
07-43-19,3.000,73.530,11,roller
07-43-20,3.000,73.650,11,roller
07-43-21,3.000,73.730,11,roller
07-43-22,3.000,73.820,11,roller
07-43-23,3.000,73.880,11,roller
07-43-24,3.000,73.930,11,roller
07-43-25,3.000,73.980,11,roller
07-43-26,3.000,74.030,11,roller
07-43-27,3.000,74.100,11,roller
07-43-28,3.000,74.170,11,roller
07-43-29,3.000,74.230,11,roller
07-43-30,3.000,74.280,11,roller
07-43-31,3.000,74.330,11,roller
